consumption,timestamp,interval_seconds,interval_minutes,temp_out_c,humidity,home_size_sqft,occupants,hvac_type,thermostat_setpoint_f,comfort_level,tariff_usd_per_kwh,baseline_kwh_per_day,baseline_kwh_per_hour
2.95,2023-02-06 11:09:00,360,6,19.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.9,2023-02-06 11:16:00,420,7,19.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.64,2023-02-06 11:22:00,360,6,19.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.53,2023-02-06 11:28:00,360,6,19.4,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.58,2023-02-06 11:51:00,1380,23,21.5,68,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.39,2023-02-06 12:23:00,1920,32,21.5,68,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.97,2023-02-06 14:33:00,7800,130,23.0,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.45,2023-02-06 14:42:00,540,9,23.0,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.81,2023-02-06 15:04:00,1320,22,23.0,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.2,2023-02-06 19:46:00,16920,282,17.2,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.1,2023-02-06 20:11:00,1500,25,17.2,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.86,2023-02-06 20:11:00,0,0,17.2,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.23,2023-02-06 22:11:00,7200,120,17.2,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.17,2023-02-06 22:28:00,1020,17,17.2,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.39,2023-02-06 22:32:00,240,4,17.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.16,2023-02-06 22:42:00,600,10,17.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.97,2023-02-06 22:46:00,240,4,17.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.68,2023-02-06 22:55:00,540,9,17.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.32,2023-02-06 23:14:00,1140,19,17.5,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.26,2023-02-06 23:32:00,1080,18,17.8,78,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.12,2023-02-07 00:26:00,3240,54,17.8,78,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.98,2023-02-07 00:31:00,300,5,17.9,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.18,2023-02-07 00:50:00,1140,19,17.9,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.51,2023-02-07 02:04:00,4440,74,17.5,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.72,2023-02-07 02:25:00,1260,21,17.5,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.79,2023-02-07 03:04:00,2340,39,16.6,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.27,2023-02-07 03:58:00,3240,54,16.4,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.64,2023-02-07 05:26:00,5280,88,16.2,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.67,2023-02-07 05:30:00,240,4,16.2,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.49,2023-02-07 05:39:00,540,9,16.4,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.35,2023-02-07 06:22:00,2580,43,16.4,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.2,2023-02-07 06:25:00,180,3,16.4,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.72,2023-02-07 06:36:00,660,11,17.3,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.23,2023-02-07 07:01:00,1500,25,17.3,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.76,2023-02-07 08:42:00,6060,101,18.3,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.03,2023-02-07 09:08:00,1560,26,18.3,89,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.49,2023-02-07 10:53:00,6300,105,21.0,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.31,2023-02-07 11:10:00,1020,17,21.0,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.45,2023-02-07 11:20:00,600,10,21.0,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.77,2023-02-07 12:16:00,3360,56,22.9,75,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.22,2023-02-07 12:56:00,2400,40,22.5,75,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.16,2023-02-07 13:55:00,3540,59,22.0,78,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.45,2023-02-07 18:27:00,16320,272,21.8,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.35,2023-02-07 18:28:00,60,1,21.8,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.85,2023-02-07 18:31:00,180,3,19.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.21,2023-02-07 18:34:00,180,3,19.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.5,2023-02-07 18:41:00,420,7,19.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.18,2023-02-07 19:23:00,2520,42,19.3,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.76,2023-02-07 19:44:00,1260,21,18.6,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.86,2023-02-07 19:50:00,360,6,18.6,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.85,2023-02-07 20:00:00,600,10,18.6,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.91,2023-02-07 22:48:00,10080,168,17.6,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.52,2023-02-08 01:07:00,8340,139,18.2,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.39,2023-02-08 01:55:00,2880,48,18.1,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.55,2023-02-08 02:24:00,1740,29,18.1,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.67,2023-02-08 04:43:00,8340,139,18.9,95,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.25,2023-02-08 05:36:00,3180,53,18.7,95,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.02,2023-02-08 07:00:00,5040,84,19.1,97,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.57,2023-02-08 07:31:00,1860,31,18.2,99,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.28,2023-02-08 07:57:00,1560,26,18.2,99,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.01,2023-02-08 08:12:00,900,15,18.2,99,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.25,2023-02-08 08:25:00,780,13,18.2,99,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.68,2023-02-08 08:33:00,480,8,18.8,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.4,2023-02-08 09:42:00,4140,69,20.6,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.85,2023-02-08 10:33:00,3060,51,22.5,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.65,2023-02-08 11:16:00,2580,43,22.5,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.23,2023-02-08 12:21:00,3900,65,24.4,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.98,2023-02-08 12:42:00,1260,21,24.9,63,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.2,2023-02-08 14:35:00,6780,113,19.9,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.13,2023-02-08 15:46:00,4260,71,16.0,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.14,2023-02-08 16:05:00,1140,19,16.0,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.98,2023-02-08 19:15:00,11400,190,11.7,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.86,2023-02-08 19:57:00,2520,42,11.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.98,2023-02-08 21:01:00,3840,64,11.2,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.76,2023-02-09 00:18:00,11820,197,8.1,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.74,2023-02-09 01:40:00,4920,82,8.9,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.99,2023-02-09 02:15:00,2100,35,8.9,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.36,2023-02-09 02:47:00,1920,32,7.5,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.85,2023-02-09 03:56:00,4140,69,6.6,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.54,2023-02-09 04:19:00,1380,23,6.6,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.81,2023-02-09 04:31:00,720,12,5.4,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.07,2023-02-09 05:08:00,2220,37,5.4,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.29,2023-02-09 05:11:00,180,3,5.4,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.1,2023-02-09 05:14:00,180,3,5.4,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.41,2023-02-09 05:47:00,1980,33,5.1,98,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.08,2023-02-09 06:31:00,2640,44,5.5,96,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.58,2023-02-09 08:04:00,5580,93,5.6,95,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.72,2023-02-09 09:17:00,4380,73,7.2,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.34,2023-02-09 10:21:00,3840,64,10.3,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.53,2023-02-09 10:40:00,1140,19,13.3,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.8,2023-02-09 12:45:00,7500,125,17.7,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.58,2023-02-09 12:53:00,480,8,17.7,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.0,2023-02-09 13:15:00,1320,22,17.7,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.34,2023-02-09 13:24:00,540,9,17.7,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.43,2023-02-09 13:26:00,120,2,17.7,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.96,2023-02-09 13:59:00,1980,33,19.2,52,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.86,2023-02-09 14:35:00,2160,36,20.0,45,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.07,2023-02-09 14:57:00,1320,22,20.0,45,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.91,2023-02-09 15:34:00,2220,37,20.4,42,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.92,2023-02-09 15:36:00,120,2,20.4,42,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.74,2023-02-09 15:44:00,480,8,20.4,42,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.54,2023-02-09 16:11:00,1620,27,20.4,42,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.32,2023-02-09 17:22:00,4260,71,20.3,40,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.03,2023-02-09 18:47:00,5100,85,15.5,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.01,2023-02-09 19:29:00,2520,42,15.5,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.66,2023-02-09 19:32:00,180,3,13.8,66,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.51,2023-02-09 19:47:00,900,15,13.8,66,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.1,2023-02-09 20:37:00,3000,50,12.4,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.47,2023-02-09 20:48:00,660,11,12.4,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.22,2023-02-09 20:54:00,360,6,12.4,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.59,2023-02-09 22:21:00,5220,87,10.9,80,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.83,2023-02-10 00:04:00,6180,103,9.5,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.15,2023-02-10 00:41:00,2220,37,9.3,84,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.83,2023-02-10 02:52:00,7860,131,8.6,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.95,2023-02-10 03:18:00,1560,26,8.6,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.69,2023-02-10 03:30:00,720,12,8.6,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.15,2023-02-10 04:37:00,4020,67,8.5,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.82,2023-02-10 04:51:00,840,14,8.5,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.68,2023-02-10 04:54:00,180,3,8.5,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.37,2023-02-10 06:35:00,6060,101,7.5,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.73,2023-02-10 09:06:00,9060,151,8.7,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.89,2023-02-10 10:07:00,3660,61,10.7,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.35,2023-02-10 12:06:00,7140,119,13.8,63,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.89,2023-02-10 12:39:00,1980,33,14.9,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.84,2023-02-10 13:00:00,1260,21,14.9,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.6,2023-02-10 13:45:00,2700,45,15.4,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.59,2023-02-10 14:32:00,2820,47,15.8,53,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.9,2023-02-10 14:37:00,300,5,15.8,53,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.87,2023-02-10 15:45:00,4080,68,15.0,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.88,2023-02-10 15:55:00,600,10,15.0,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.5,2023-02-10 15:57:00,120,2,15.0,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.8,2023-02-10 17:10:00,4380,73,13.9,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.32,2023-02-10 18:06:00,3360,56,11.1,63,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.4,2023-02-10 18:43:00,2220,37,11.1,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.0,2023-02-10 19:07:00,1440,24,11.1,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.3,2023-02-10 20:26:00,4740,79,9.5,65,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.27,2023-02-10 21:30:00,3840,64,8.5,69,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.86,2023-02-10 21:40:00,600,10,7.7,69,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.61,2023-02-10 23:13:00,5580,93,7.3,62,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.86,2023-02-10 23:15:00,120,2,7.3,62,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.52,2023-02-11 01:11:00,6960,116,5.8,61,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.52,2023-02-11 02:25:00,4440,74,4.8,67,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.93,2023-02-11 02:33:00,480,8,4.1,70,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.39,2023-02-11 02:50:00,1020,17,4.1,70,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.0,2023-02-11 04:55:00,7500,125,3.2,74,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.58,2023-02-11 05:32:00,2220,37,2.9,75,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.38,2023-02-11 06:06:00,2040,34,2.9,75,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-02-11 06:16:00,600,10,2.9,75,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.77,2023-02-11 06:43:00,1620,27,2.9,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.86,2023-02-11 06:55:00,720,12,2.9,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.99,2023-02-11 06:57:00,120,2,2.9,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.57,2023-02-11 07:31:00,2040,34,2.8,78,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.91,2023-02-11 08:06:00,2100,35,2.8,78,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-02-11 09:48:00,6120,102,5.9,69,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.61,2023-02-11 10:24:00,2160,36,5.9,69,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.43,2023-02-11 11:16:00,3120,52,7.6,66,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.66,2023-02-11 12:04:00,2880,48,9.0,63,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.65,2023-02-11 13:47:00,6180,103,10.6,58,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.36,2023-02-11 14:55:00,4080,68,11.1,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.0,2023-02-11 15:25:00,1800,30,11.1,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.0,2023-02-11 17:14:00,6540,109,11.3,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.39,2023-02-11 17:27:00,780,13,11.3,57,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.37,2023-02-11 19:17:00,6600,110,9.8,65,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.12,2023-02-11 19:54:00,2220,37,8.0,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.02,2023-02-11 20:59:00,3900,65,6.5,81,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.69,2023-02-11 22:02:00,3780,63,6.2,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.03,2023-02-11 22:26:00,1440,24,6.2,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.6,2023-02-11 22:47:00,1260,21,6.1,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.11,2023-02-11 22:59:00,720,12,6.1,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.84,2023-02-12 01:15:00,8160,136,5.2,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.76,2023-02-12 05:27:00,15120,252,3.4,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.82,2023-02-12 06:18:00,3060,51,3.2,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.63,2023-02-12 06:21:00,180,3,3.2,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.13,2023-02-12 06:27:00,360,6,3.2,94,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.3,2023-02-12 07:01:00,2040,34,3.0,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.99,2023-02-12 09:21:00,8400,140,4.2,91,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.21,2023-02-12 09:33:00,720,12,7.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.18,2023-02-12 10:12:00,2340,39,7.7,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.48,2023-02-12 11:43:00,5460,91,12.6,63,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.32,2023-02-12 11:54:00,660,11,12.6,63,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.69,2023-02-12 13:08:00,4440,74,14.1,59,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.39,2023-02-12 13:34:00,1560,26,15.2,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.15,2023-02-12 13:42:00,480,8,15.2,56,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.63,2023-02-12 14:55:00,4380,73,16.0,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.15,2023-02-12 15:18:00,1380,23,16.0,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.7,2023-02-12 16:28:00,4200,70,16.4,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.89,2023-02-12 16:53:00,1500,25,16.4,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.14,2023-02-12 18:09:00,4560,76,16.0,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.1,2023-02-12 18:26:00,1020,17,16.0,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.71,2023-02-12 22:33:00,14820,247,9.2,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.64,2023-02-12 22:48:00,900,15,9.2,76,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.72,2023-02-13 00:07:00,4740,79,8.0,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.19,2023-02-13 00:27:00,1200,20,8.0,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.08,2023-02-13 00:38:00,660,11,7.4,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.21,2023-02-13 01:09:00,1860,31,7.4,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.82,2023-02-13 02:42:00,5580,93,6.4,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.64,2023-02-13 02:45:00,180,3,6.4,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.88,2023-02-13 02:51:00,360,6,6.4,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.51,2023-02-13 03:03:00,720,12,6.4,90,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.21,2023-02-13 03:44:00,2460,41,5.8,92,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.86,2023-02-13 04:37:00,3180,53,5.1,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.72,2023-02-13 06:04:00,5220,87,4.9,93,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.4,2023-02-13 06:46:00,2520,42,8.3,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.28,2023-02-13 06:55:00,540,9,8.3,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.59,2023-02-13 07:00:00,300,5,8.3,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.68,2023-02-13 07:14:00,840,14,8.3,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.33,2023-02-13 08:57:00,6180,103,8.6,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.32,2023-02-13 09:26:00,1740,29,8.6,86,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.66,2023-02-13 09:39:00,780,13,12.2,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.9,2023-02-13 10:10:00,1860,31,12.2,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.19,2023-02-13 10:28:00,1080,18,12.2,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.55,2023-02-13 11:35:00,4020,67,18.1,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.1,2023-02-13 11:48:00,780,13,18.1,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.91,2023-02-13 12:08:00,1200,20,18.1,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.46,2023-02-13 12:16:00,480,8,18.1,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.64,2023-02-13 15:11:00,10500,175,21.4,55,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.79,2023-02-13 17:07:00,6960,116,21.3,54,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.96,2023-02-13 17:37:00,1800,30,20.0,60,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.67,2023-02-13 17:59:00,1320,22,20.0,60,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.05,2023-02-13 18:06:00,420,7,20.0,60,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.42,2023-02-13 20:59:00,10380,173,14.5,87,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.12,2023-02-13 22:07:00,4080,68,14.3,88,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.62,2023-02-13 23:33:00,5160,86,15.9,85,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.94,2023-02-14 01:03:00,5400,90,16.6,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.23,2023-02-14 01:20:00,1020,17,16.6,83,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.15,2023-02-14 02:17:00,3420,57,17.6,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.73,2023-02-14 02:24:00,420,7,17.6,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.24,2023-02-14 03:06:00,2520,42,18.0,74,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.49,2023-02-14 03:15:00,540,9,18.0,74,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.71,2023-02-14 04:04:00,2940,49,18.2,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.99,2023-02-14 04:21:00,1020,17,18.2,73,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.73,2023-02-14 06:35:00,8040,134,18.7,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.33,2023-02-14 06:43:00,480,8,18.7,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.63,2023-02-14 06:56:00,780,13,18.7,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.78,2023-02-14 07:19:00,1380,23,18.7,77,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.35,2023-02-14 07:49:00,1800,30,19.2,79,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.51,2023-02-14 09:41:00,6720,112,20.1,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.67,2023-02-14 09:50:00,540,9,20.1,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
2.19,2023-02-14 09:58:00,480,8,20.1,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.63,2023-02-14 10:26:00,1680,28,20.1,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.47,2023-02-14 12:27:00,7260,121,22.1,82,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.16,2023-02-14 13:03:00,2160,36,20.4,88,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
3.18,2023-02-14 13:12:00,540,9,20.4,88,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.35,2023-02-14 13:24:00,720,12,20.4,88,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
4.33,2023-02-14 14:12:00,2880,48,23.7,71,1200,2,central_ac,74,2,0.26,28,1.1666666666666667
